SPRINGFIELD PREPARATORY AND FITNESS ACADEMY,Ohio,OH ,3900551,    ,1,1,Clark County,7-Independent Charter District,13-City: Small,Kindergarten,8th Grade,139,10,13.9
SPRINGFIELD PREPARATORY CHARTER SCHOOL (DISTRICT),MASSACHUSETTS,MA ,2500557,    ,1,1,Hampden County,7-Independent Charter District,21-Suburb: Large,Kindergarten,5th Grade,324,27.37,11.84
SPRINGFIELD PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733390,    ,2,2,Brown County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,575,43.76,13.14
SPRINGFIELD PUBLIC SCHOOL DISTRICT,New Jersey,NJ ,3415630,    ,5,5,Union County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,2259,168.2,13.43
SPRINGFIELD R-XII,Missouri,MO ,2928860,    ,55,55,Greene County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Prekindergarten,12th Grade,25659,1755.7,14.61
SPRINGFIELD SCHOOL DISTRICT,Vermont,VT ,5007530,56,4,4,Windsor County,2-Local school district that is a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1269,91.8,13.82
SPRINGFIELD SCHOOL DISTRICT NO. RE-4,Colorado,CO ,806630,    ,2,2,Baca County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,309,28.03,11.02
SPRINGFIELD SD,Pennsylvania,PA ,4222600,    ,5,5,Delaware County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,4250,269,15.8
SPRINGFIELD SD 186,Illinois,IL ,1737080,    ,35,35,Sangamon County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Prekindergarten,12th Grade,13392,1020.5,13.12
SPRINGFIELD SD 19,Oregon,OR ,4111670,    ,21,21,Lane County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,10519,534.18,19.69
SPRINGFIELD SUPERVISORY DISTRICT,Vermont,VT ,5099956,56,0,†,Windsor County,3-Supervisory union administrative center (or county superintendent's office serving the same purpose),41-Rural: Fringe,†,†,†,22.64,–
SPRINGFIELD TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ ,3415660,    ,1,1,Burlington County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,6th Grade,246,20.66,11.91
SPRINGFIELD TOWNSHIP SD,Pennsylvania,PA ,4222620,    ,4,4,Montgomery County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,2581,181.56,14.22
SPRINGFIELD-CLARK COUNTY,Ohio,OH ,3905153,    ,1,1,Clark County,4-Regional Education Service Agency (RESA),13-City: Small,7th Grade,12th Grade,0,56,0
SPRINGHILL ELEM,Montana,MT ,3024810,    ,1,1,Gallatin County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,8th Grade,14,2.13,6.57
SPRINGLAKE-EARTH ISD,Texas,TX ,4841250,    ,2,3,Lamb County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,326,35.09,9.29
SPRINGPORT PUBLIC SCHOOLS,Michigan,MI ,2632610,    ,3,3,Jackson County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1016,56.16,18.09
SPRINGS UNION FREE SCHOOL DISTRICT,New York,NY ,3627900,    ,1,1,Suffolk County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,8th Grade,723,70,10.33
SPRINGS VALLEY COM SCHOOL CORP,Indiana,IN ,1810980,    ,2,2,Orange County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,883,51.6,17.11
SPRINGTOWN ISD,Texas,TX ,4841280,    ,6,6,Parker County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,3584,261.65,13.7
SPRINGVILLE COMM SCHOOL DISTRICT,Iowa,IA ,1927060,    ,2,2,Linn County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,433,35.45,12.21
SPRINGVILLE UNION ELEMENTARY,California,CA ,637770,    ,1,1,Tulare County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,8th Grade,293,0,†
SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,New York,NY ,3612990,    ,4,4,Erie County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,1688,145,11.64
SPUR ISD,Texas,TX ,4800002,    ,1,1,Dickens County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,246,27,9.11
SPURGER ISD,Texas,TX ,4841340,    ,2,2,Tyler County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,406,34.43,11.79
ST ANNE CCSD 256,Illinois,IL ,1737120,    ,1,1,Kankakee County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,9th Grade,329,23,14.3
ST ANNE CHSD 302,Illinois,IL ,1737140,    ,1,1,Kankakee County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,9th Grade,12th Grade,186,19.67,9.46
ST ANSGAR COMM SCHOOL DISTRICT,Iowa,IA ,1925200,    ,3,3,Mitchell County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,603,43.36,13.91
ST ANTHONY SCHOOL,Texas,TX ,4800248,    ,2,2,Dallas County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,318,21.68,14.67
ST BERNARD-ELMWOOD PLACE CITY,Ohio,OH ,3904471,    ,3,3,Hamilton County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,904,62.63,14.43
ST CHARLES CUSD 303,Illinois,IL ,1737170,    ,17,17,Kane County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,12248,812.63,15.07
ST CLAIR COUNTY,Alabama,AL ,103062,    ,20,20,St. Clair County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,9634,525.23,18.34
ST CLAIR ROE SPECIAL EDUCATION,Illinois,IL ,1700147,    ,0,†,St. Clair County,9-Specialized public school district,21-Suburb: Large,–,–,†,†,†
ST CLAIRSVILLE-RICHLAND CITY,Ohio,OH ,3904599,    ,3,3,Belmont County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,1737,99.27,17.5
ST DAVID UNIFIED DISTRICT (4173),Arizona,AZ ,408020,    ,2,2,Cochise County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,394,22,17.91
ST EDWARD PUBLIC SCHOOLS,Nebraska,NE ,3176980,    ,2,2,Boone County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,177,23.85,7.42
ST ELMO CUSD 202,Illinois,IL ,1737230,    ,3,3,Fayette County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,428,32.53,13.16
ST FRANCIS COMM SCH,Kansas,KS ,2011880,    ,2,2,Cheyenne County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,269,30,8.97
ST GEORGE CCSD 258,Illinois,IL ,1737320,    ,1,1,Kankakee County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,8th Grade,422,30,14.07
ST GEORGE PUBLIC SCHOOLS,MAINE,ME ,2314820,    ,1,1,Knox County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,12th Grade,217,19.9,10.9
ST HELENS SD 502,Oregon,OR ,4111720,    ,7,7,Columbia County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,2835,150.36,18.85
ST HENRY CONSOLIDATED LOCAL,Ohio,OH ,3904858,    ,3,3,Mercer County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1003,57.54,17.43
ST IGNATIUS K-12 SCHOOLS,Montana,MT ,3006110,    ,3,3,Lake County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,483,41.66,11.59
ST JOHN 3,North Dakota,ND ,3817460,    ,2,2,Rolette County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,387,40.73,9.5
ST JOHN-HUDSON,Kansas,KS ,2011910,    ,2,2,Stafford County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,352,29.1,12.1
ST JOHNS UNIFIED DISTRICT (4153),Arizona,AZ ,408080,    ,4,4,Apache County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,880,47,18.72
ST JOSEPH CCSD 169,Illinois,IL ,1737380,    ,2,2,Champaign County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,8th Grade,858,54.35,15.79
ST JOSEPH OGDEN CHSD 305,Illinois,IL ,1737410,    ,1,1,Champaign County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,9th Grade,12th Grade,446,29.8,14.97
ST LIBORY CONS SD 30,Illinois,IL ,1737440,    ,1,1,St. Clair County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,8th Grade,58,6.5,8.92
ST MARIES JOINT DISTRICT,Idaho,ID ,1603060,    ,5,5,Benewah County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,974,61.41,15.86
ST MARY'S ACADEMY CHARTER SCHOOL,Texas,TX ,4800177,    ,1,1,Bee County,7-Independent Charter District,32-Town: Distant,Kindergarten,6th Grade,429,25.78,16.64
ST MARYS CITY,Ohio,OH ,3904472,    ,4,4,Auglaize County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Kindergarten,12th Grade,2018,112.33,17.96
ST MARYS HOME,Alabama,AL ,100193,    ,1,1,Mobile County,5-State agency providing elementary and/or secondary level instruction,12-City: Mid-size,†,†,†,0,–
ST PAUL CONSERVATORY PERFORMING ART,Minnesota,MN ,2700351,    ,1,1,Ramsey County,7-Independent Charter District,11-City: Large,9th Grade,12th Grade,446,24.41,18.27
ST PAUL PUBLIC SCHOOLS,Nebraska,NE ,3100085,    ,2,2,Howard County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,703,53.19,13.22
ST PAUL SD 45,Oregon,OR ,4111760,    ,2,2,Marion County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,290,20.76,13.97
ST REGIS K-12 SCHOOLS,Montana,MT ,3024930,    ,3,3,Mineral County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,167,16.39,10.19
ST ROSE SD 14-15,Illinois,IL ,1737470,    ,1,1,Clinton County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,8th Grade,200,13.2,15.15
ST THOMAS 43,North Dakota,ND ,3817520,    ,2,2,Pembina County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,50,11.48,4.36
ST. ANTHONY-NEW BRIGHTON SCHOOLS,Minnesota,MN ,2733420,    ,4,4,Hennepin County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,1843,87.37,21.09
ST. BERNARD PARISH,Louisiana,LA ,2201410,    ,12,12,St. Bernard Parish,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,7941,452.86,17.54
ST. CHARLES COMMUNITY SCHOOLS,Michigan,MI ,2632640,    ,3,3,Saginaw County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,887,46,19.28
ST. CHARLES PARISH,Louisiana,LA ,2201440,    ,15,15,St. Charles Parish,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,9440,638.23,14.79
ST. CHARLES PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733450,    ,2,2,Winona County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1003,75.61,13.27
ST. CHARLES R-VI,Missouri,MO ,2928920,    ,12,12,St. Charles County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,5039,475.39,10.6
ST. CLAIR COUNTY INTERVENTION ACADEMY,Michigan,MI ,2600316,    ,1,1,St. Clair County,7-Independent Charter District,23-Suburb: Small,6th Grade,12th Grade,76,5.4,14.07
ST. CLAIR COUNTY RESA,Michigan,MI ,2680940,    ,2,2,St. Clair County,4-Regional Education Service Agency (RESA),23-Suburb: Small,Prekindergarten,12th Grade,598,58.85,10.16
ST. CLAIR PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733480,    ,2,2,Blue Earth County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,675,48.28,13.98
ST. CLAIR R-XIII,Missouri,MO ,2929100,    ,5,5,Franklin County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,2293,170.61,13.44
ST. CLOUD PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733510,    ,20,20,Stearns County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,10171,691.37,14.71
ST. COLETTA SPECIAL EDUCATION PCS,District of Columbia,DC ,1100064,    ,1,1,District of Columbia,7-Independent Charter District,11-City: Large,Prekindergarten,12th Grade,250,22,11.36
ST. CROIX PREPARATORY ACADEMY,Minnesota,MN ,2700362,    ,3,3,Washington County,7-Independent Charter District,21-Suburb: Large,Kindergarten,12th Grade,1208,60.77,19.88
ST. CROIX RIVER EDUCATION DISTRICT,Minnesota,MN ,2700015,    ,5,5,Chisago County,9-Specialized public school district,33-Town: Remote,Kindergarten,12th Grade,93,12.58,7.39
ST. ELIZABETH R-IV,Missouri,MO ,2929130,    ,2,2,Miller County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,265,21.32,12.43
ST. FRANCIS AREA SCHOOLS,Minnesota,MN ,2733540,    ,12,12,Anoka County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,4435,253.64,17.49
ST. GEORGE ACADEMY,UTAH,UT ,4900188,    ,1,1,Washington County,7-Independent Charter District,41-Rural: Fringe,8th Grade,12th Grade,247,14.02,17.62
ST. HELENA PARISH,Louisiana,LA ,2201470,    ,3,3,St. Helena Parish,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1214,63,19.27
ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,New York,NY ,3600958,    ,1,1,New York County,7-Independent Charter District,11-City: Large,6th Grade,8th Grade,295,28,10.54
ST. HOPE PUBLIC SCHOOL 7 DISTRICT,CALIFORNIA,CA ,602094,    ,1,1,Sacramento County,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,586,0,†
ST. HOSP. TRAINING CENTER PARSONS,Kansas,KS ,2000022,    ,1,1,Labette County,5-State agency providing elementary and/or secondary level instruction,33-Town: Remote,1st Grade,12th Grade,17,0,†
ST. IGNACE AREA SCHOOLS,Michigan,MI ,2600012,    ,3,3,Mackinac County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,508,28.78,17.65
ST. JAMES PARISH,Louisiana,LA ,2201500,    ,6,6,St. James Parish,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,3684,274,13.45
ST. JAMES PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733600,    ,4,4,Watonwan County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1026,74.3,13.81
ST. JAMES R-I,Missouri,MO ,2929250,    ,3,3,Phelps County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Prekindergarten,12th Grade,1862,132.99,14
ST. JOHN SCHOOL DISTRICT,Washington,WA ,5308310,    ,2,2,Whitman County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,155,15.29,10.14
ST. JOHN THE BAPTIST PARISH,Louisiana,LA ,2201530,    ,10,10,St. John the Baptist Parish,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,13th Grade,5918,377.04,15.7
ST. JOHNS,Florida,FL ,1201740,    ,51,51,St. Johns County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,43628,2427.1,17.98
ST. JOHNS PUBLIC SCHOOLS,Michigan,MI ,2632820,    ,7,7,Clinton County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,2796,150.55,18.57
ST. JOSEPH,Missouri,MO ,2927060,    ,24,24,Buchanan County,1-Regular local school district that is NOT a component of a supervisory union,13-City: Small,Prekindergarten,12th Grade,10946,782.86,13.98
ST. JOSEPH COUNTY ISD,Michigan,MI ,2680960,    ,1,1,St. Joseph County,4-Regional Education Service Agency (RESA),42-Rural: Distant,Prekindergarten,12th Grade,477,26,18.35
ST. JOSEPH PUBLIC SCHOOLS,Michigan,MI ,2632850,    ,5,5,Berrien County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,3025,146.8,20.61
ST. LANDRY PARISH,Louisiana,LA ,2201560,    ,33,33,St. Landry Parish,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,12965,775.45,16.72
ST. LOUIS CITY,Missouri,MO ,2929280,    ,74,74,St. Louis city,1-Regular local school district that is NOT a component of a supervisory union,11-City: Large,Prekindergarten,12th Grade,21244,1635.1,12.99
ST. LOUIS COUNTY SCHOOL DISTRICT,Minnesota,MN ,2700008,    ,9,9,St. Louis County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,2089,168.82,12.37
ST. LOUIS LANG IMMERSION SCH,Missouri,MO ,2900586,    ,1,1,St. Louis city,7-Independent Charter District,11-City: Large,Kindergarten,8th Grade,480,35.8,13.41
ST. LOUIS PARK PUBLIC SCHOOL DIST.,Minnesota,MN ,2733780,    ,9,9,Hennepin County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,4736,296.75,15.96
ST. LOUIS PUBLIC SCHOOLS,Michigan,MI ,2632880,    ,4,4,Gratiot County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1038,58.58,17.72
ST. LUCIE,Florida,FL ,1201770,    ,50,51,St. Lucie County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Prekindergarten,12th Grade,41859,2444.88,17.12
ST. MARTIN PARISH,Louisiana,LA ,2201590,    ,16,16,St. Martin Parish,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,7695,376.31,20.45
ST. MARY PARISH,Louisiana,LA ,2201620,    ,21,21,St. Mary Parish,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,8407,448.76,18.73
ST. MARY'S COUNTY PUBLIC SCHOOLS,Maryland,MD ,2400600,    ,28,28,St. Mary's County,1-Regular local school district that is NOT a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,18083,1090.4,16.58
ST. MICHAEL-ALBERTVILLE SCHOOL DIST,Minnesota,MN ,2733790,    ,9,9,Wright County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,6557,298.72,21.95
ST. PAUL CITY SCHOOL,Minnesota,MN ,2700142,    ,3,3,Ramsey County,7-Independent Charter District,11-City: Large,Prekindergarten,12th Grade,542,37.86,14.32
ST. PAUL PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733840,    ,98,98,Ramsey County,1-Regular local school district that is NOT a component of a supervisory union,11-City: Large,Prekindergarten,12th Grade,36004,2523.03,14.27
ST. PAUL SCHOOL OF NORTHERN LIGHTS,MINNESOTA,MN ,2700458,    ,1,1,Ramsey County,7-Independent Charter District,11-City: Large,Kindergarten,6th Grade,99,8,12.38
ST. PETER PUBLIC SCHOOL DISTRICT,Minnesota,MN ,2733870,    ,9,9,Nicollet County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,2260,142.69,15.84
ST. TAMMANY PARISH,Louisiana,LA ,2201650,    ,55,55,St. Tammany Parish,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,38229,2035.52,18.78
ST. VRAIN VALLEY SCHOOL DISTRICT NO. RE1J,Colorado,CO ,805370,    ,53,53,Boulder County,1-Regular local school district that is NOT a component of a supervisory union,23-Suburb: Small,Prekindergarten,12th Grade,32855,1864.15,17.62
STAFFORD,Kansas,KS ,2011970,    ,2,2,Stafford County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,211,20.5,10.29
STAFFORD CO PBLC SCHS,Virginia,VA ,5103660,    ,34,34,Stafford County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,30086,1769.26,17
STAFFORD MSD,Texas,TX ,4841350,    ,6,7,Fort Bend County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,12th Grade,3512,222.85,15.76
STAFFORD SCHOOL DISTRICT,Connecticut,CT ,904290,    ,5,5,Tolland County,1-Regular local school district that is NOT a component of a supervisory union,31-Town: Fringe,Prekindergarten,12th Grade,1448,135.5,10.69
STAFFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,NJ ,3415690,    ,5,5,Ocean County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,6th Grade,2161,184,11.74
STAMBAUGH CHARTER ACADEMY,Ohio,OH ,3900467,    ,1,1,Mahoning County,7-Independent Charter District,13-City: Small,Kindergarten,8th Grade,472,30,15.73
STAMFORD ACADEMY DISTRICT,Connecticut,CT ,900031,    ,1,1,Fairfield County,7-Independent Charter District,12-City: Mid-size,9th Grade,12th Grade,147,16,9.19
STAMFORD CENTRAL SCHOOL DISTRICT,New York,NY ,3628020,    ,1,1,Delaware County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,295,27.71,10.65
STAMFORD CHARTER SCHOOL FOR EXCELLENCE DISTRICT,CONNECTICUT,CT ,900220,    ,1,1,Fairfield County,7-Independent Charter District,12-City: Mid-size,Prekindergarten,5th Grade,395,28,14.11
STAMFORD ISD,Texas,TX ,4841400,    ,3,3,Jones County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,640,58,11.03
STAMFORD SCHOOL DISTRICT,Connecticut,CT ,904320,    ,21,21,Fairfield County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Prekindergarten,12th Grade,16479,1317.58,12.51
STAMFORD SCHOOL DISTRICT,Vermont,VT ,5007680,49,1,1,Bennington County,2-Local school district that is a component of a supervisory union,41-Rural: Fringe,Prekindergarten,12th Grade,61,6.6,9.24
STANBERRY R-II,Missouri,MO ,2929340,    ,2,2,Gentry County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,307,31.47,9.76
STANDARD ELEMENTARY,California,CA ,637890,    ,4,4,Kern County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,8th Grade,3106,0,†
STANDISH-STERLING COMMUNITY SCHOOLS,Michigan,MI ,2632940,    ,3,3,Arenac County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1548,71.37,21.69
STANFIELD ELEMENTARY DISTRICT (4451),Arizona,AZ ,408130,    ,1,1,Pinal County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,8th Grade,427,28.5,14.98
STANFIELD SD 61,Oregon,OR ,4111790,    ,2,2,Umatilla County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,527,28.21,18.68
STANFORD K-12 SCHOOLS,Montana,MT ,3024990,    ,3,4,Judith Basin County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,117,15.37,7.61
STANHOPE SCHOOL DISTRICT,New Jersey,NJ ,3415720,    ,1,1,Sussex County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Prekindergarten,8th Grade,311,32.8,9.48
STANISLAUS ALTERNATIVE CHARTER DISTRICT,CALIFORNIA,CA ,602421,    ,1,1,Stanislaus County,7-Independent Charter District,12-City: Mid-size,9th Grade,12th Grade,715,0,†
STANISLAUS COUNTY OFFICE OF EDUCATION,California,CA ,691041,    ,5,5,Stanislaus County,1-Regular local school district that is NOT a component of a supervisory union,21-Suburb: Large,Kindergarten,12th Grade,893,0,†
STANISLAUS UNION ELEMENTARY,California,CA ,637950,    ,6,6,Stanislaus County,1-Regular local school district that is NOT a component of a supervisory union,12-City: Mid-size,Kindergarten,8th Grade,3562,0,†
STANLEY 2,North Dakota,ND ,3817570,    ,2,2,Mountrail County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,723,51.41,14.06
STANLEY COUNTY SCHOOL DISTRICT 57-1,South Dakota,SD ,4624850,    ,4,4,Stanley County,1-Regular local school district that is NOT a component of a supervisory union,33-Town: Remote,Kindergarten,12th Grade,406,37.33,10.88
STANLEY-BOYD AREA SCHOOL DISTRICT,Wisconsin,WI ,5514430,    ,4,4,Chippewa County,1-Regular local school district that is NOT a component of a supervisory union,32-Town: Distant,Prekindergarten,12th Grade,1104,77.89,14.17
STANLY COUNTY SCHOOLS,North Carolina,NC ,3704320,    ,23,23,Stanly County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,13th Grade,8352,541.52,15.42
STANNARD SCHOOL DISTRICT,Vermont,VT ,5007710,35,0,†,Caledonia County,2-Local school district that is a component of a supervisory union,43-Rural: Remote,7th Grade,12th Grade,1,0,†
STANTON COMM SCHOOL DISTRICT,Iowa,IA ,1927240,    ,2,2,Montgomery County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,259,17.08,15.16
STANTON COMMUNITY SCHOOLS,Nebraska,NE ,3100041,    ,2,2,Stanton County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,405,37.7,10.74
STANTON COUNTY,Kansas,KS ,2007860,    ,2,2,Stanton County,1-Regular local school district that is NOT a component of a supervisory union,43-Rural: Remote,Prekindergarten,12th Grade,470,39.83,11.8
STANTON ISD,Texas,TX ,4841430,    ,3,3,Martin County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Prekindergarten,12th Grade,1128,85.54,13.19
STANTON TOWNSHIP PUBLIC SCHOOLS,Michigan,MI ,2632970,    ,1,1,Houghton County,1-Regular local school district that is NOT a component of a supervisory union,42-Rural: Distant,Kindergarten,8th Grade,177,9,19.67
